date,daily_average_title_positive_sentiment,daily_average_title_negative_sentiment,daily_average_title_neutral_sentiment,daily_average_body_positive_sentiment,daily_average_body_negative_sentiment,daily_average_body_neutral_sentiment,volume_of_posts
2021-02-21,0.11356875,0.051856250000000007,0.8345562500000001,0.042681250000000004,0.020706249999999992,0.30538125000000005,160
2021-02-22,0.12079136690647484,0.06917985611510792,0.8100143884892087,0.049035971223021585,0.020028776978417262,0.29064748201438845,139
2021-02-23,0.12103358208955223,0.07242537313432834,0.799074626865672,0.039522388059701506,0.01863805970149254,0.2515522388059701,268
2021-02-24,0.14087083333333336,0.07200416666666667,0.7871249999999999,0.04154999999999999,0.018029166666666655,0.2529333333333334,240
2021-02-25,0.12213577981651372,0.057970642201834864,0.8143926605504587,0.025921100917431193,0.01261834862385321,0.17613944954128447,545
2021-02-26,0.12395044247787605,0.06272920353982304,0.806261946902655,0.0295646017699115,0.015707964601769903,0.20428495575221237,565
2021-02-27,0.10822558922558925,0.06704713804713805,0.8213468013468015,0.03608080808080808,0.01787878787878788,0.23896969696969694,297
2021-02-28,0.11287755102040814,0.06553741496598636,0.8215918367346939,0.04553741496598641,0.028707482993197288,0.3543333333333333,147
2021-03-01,0.1076165413533835,0.05154887218045113,0.8408120300751879,0.06821804511278194,0.03031578947368421,0.4428270676691729,133
2021-03-02,0.1250306406685236,0.05937883008356547,0.8128022284122564,0.038339832869080784,0.017587743732590526,0.2616462395543176,359
2021-03-03,0.1361544991511036,0.0439320882852292,0.8182173174872657,0.03589983022071308,0.015804753820033962,0.22673174872665522,589
2021-03-04,0.12093684210526315,0.07053894736842109,0.8064273684210523,0.051831578947368416,0.02485684210526313,0.35280210526315803,475
2021-03-05,0.12055971896955509,0.07643091334894613,0.8006791569086652,0.044676814988290375,0.02194613583138174,0.3127892271662763,427
2021-03-06,0.10588564476885642,0.075647201946472,0.8136155717761552,0.039218978102189744,0.020734793187347937,0.2660632603406326,411
2021-03-07,0.10837333333333334,0.04796666666666668,0.8369933333333331,0.058146666666666666,0.03130666666666667,0.45061333333333325,150
2021-03-08,0.11461904761904759,0.07792857142857143,0.7915555555555553,0.06521428571428571,0.02912698412698413,0.3897777777777778,126
2021-03-09,0.14337288135593226,0.05614124293785314,0.7920197740112997,0.031081920903954802,0.01659887005649717,0.20658192090395486,354
2021-03-10,0.14156775300171529,0.05019897084048027,0.8030771869639792,0.027403087478559175,0.012773584905660372,0.1811012006861063,583
2021-03-11,0.13134476534296027,0.06703971119133573,0.7943826714801443,0.03459205776173286,0.02080505415162454,0.24425992779783398,554
2021-03-12,0.13627884615384614,0.07455128205128206,0.7891570512820509,0.04157692307692307,0.01855448717948718,0.27318269230769227,312
2021-03-13,0.13226771653543312,0.056102362204724414,0.8116299212598426,0.02681889763779528,0.019425196850393695,0.19392125984251973,254
2021-03-14,0.1505769230769231,0.03848076923076923,0.8045384615384619,0.038,0.021147435897435896,0.24853205128205125,156
2021-03-15,0.10282978723404254,0.06379787234042553,0.8227659574468088,0.07889361702127662,0.030744680851063827,0.46484042553191474,94
2021-03-16,0.12294067796610172,0.0549406779661017,0.8136355932203387,0.04389406779661017,0.020423728813559323,0.2619576271186441,236
2021-03-17,0.12619148936170213,0.056404255319148944,0.8088851063829785,0.04689361702127662,0.025055319148936165,0.30251063829787234,235
2021-03-18,0.14024299065420562,0.0589626168224299,0.79611214953271,0.042392523364485984,0.0203644859813084,0.28306074766355144,214
2021-03-19,0.1377575757575758,0.07416666666666667,0.7880757575757571,0.03900000000000001,0.019737373737373737,0.24428787878787883,198
