index,date,Open,High,Low,Close,Adj Close,Volume,gme_percentage_change,daily_average_title_positive_sentiment,daily_average_title_negative_sentiment,daily_average_title_neutral_sentiment,daily_average_body_positive_sentiment,daily_average_body_negative_sentiment,daily_average_body_neutral_sentiment,volume_of_posts,predicted_percent_change
11,2021-02-11,50.009997999999996,55.32,48.220001,51.099998,51.099998,12997400,0.025440392385142584,0.09041420118343196,0.03238461538461539,0.8712840236686388,0.09318934911242603,0.04152071005917162,0.6049289940828404,169,-0.008564772084355354
12,2021-02-12,50.75,55.240002000000004,48.049999,52.400002,52.400002,14498000,-0.0551527459865365,0.1110614525139665,0.07358659217877096,0.8153575418994412,0.09766480446927377,0.05402234636871505,0.6472402234636869,179,-0.00944359228014946
13,2021-02-16,52.66,53.5,49.040001000000004,49.509997999999996,49.509997999999996,8175000,-0.0721066278370683,0.14907777777777775,0.0473888888888889,0.8035222222222221,0.1016,0.04605555555555557,0.607811111111111,90,0.05859600007534027
14,2021-02-17,49.77,51.189999,44.560001,45.939999,45.939999,9186800,-0.11427949748105133,0.12969005847953216,0.07178362573099414,0.7985380116959062,0.06545029239766083,0.031093567251461982,0.4180818713450292,171,-0.00717225531116128
15,2021-02-18,48.490002000000004,48.869999,40.650002,40.689999,40.689999,23990600,-0.002457581775806798,0.11942857142857145,0.07096734693877553,0.8096040816326527,0.04378367346938775,0.01840000000000001,0.27252653061224485,245,0.00242035835981369
16,2021-02-19,41.279999,43.889998999999996,38.5,40.59,40.59,14828200,0.1332840601133283,0.13018155619596536,0.0705158501440922,0.7964265129682999,0.03858501440922192,0.022766570605187324,0.2499135446685879,347,-0.003648635931313038
17,2021-02-22,46.689999,48.509997999999996,42.400002,46.0,46.0,19476000,-0.022391282608695585,0.12079136690647485,0.06917985611510792,0.8100143884892087,0.049035971223021585,0.020028776978417262,0.29064748201438845,139,-0.010014286264777184
18,2021-02-23,44.970001,46.23,40.0,44.970001,44.970001,7565200,1.039359505462319,0.12103358208955226,0.07242537313432834,0.799074626865672,0.03952238805970151,0.01863805970149254,0.2515522388059701,268,0.06477212905883789
19,2021-02-24,44.700001,91.709999,44.700001,91.709999,91.709999,83111700,0.18558504182297506,0.14087083333333336,0.07200416666666667,0.7871249999999999,0.04154999999999999,0.01802916666666665,0.2529333333333334,240,-0.01053607277572155
20,2021-02-25,169.559998,184.679993,101.0,108.730003,108.730003,150308800,-0.06428772930319883,0.12213577981651373,0.057970642201834864,0.8143926605504587,0.0259211009174312,0.01261834862385321,0.17613944954128447,545,-0.011216112412512302
21,2021-02-26,117.459999,142.899994,86.0,101.739998,101.739998,91963000,0.1834087317359688,0.12395044247787605,0.06272920353982303,0.8062619469026551,0.0295646017699115,0.015707964601769903,0.2042849557522124,565,-0.010753938928246498
22,2021-03-01,104.540001,133.990005,99.970001,120.400002,120.400002,49597300,-0.018438554510987408,0.1076165413533835,0.05154887218045113,0.8408120300751879,0.06821804511278194,0.030315789473684213,0.4428270676691729,133,-0.01121763326227665
23,2021-03-02,116.93,133.199997,112.199997,118.18,118.18,33640400,0.050770011846336095,0.1250306406685236,0.059378830083565474,0.8128022284122564,0.038339832869080784,0.017587743732590526,0.2616462395543176,359,-0.011205242946743965
24,2021-03-03,122.510002,127.75,113.120003,124.18,124.18,19173700,0.06579164116604927,0.1361544991511036,0.0439320882852292,0.8182173174872657,0.03589983022071308,0.015804753820033962,0.2267317487266552,589,-0.011215033940970898
25,2021-03-04,125.0,147.869995,115.300003,132.350006,132.350006,32473600,0.04072534005023006,0.12093684210526315,0.07053894736842109,0.8064273684210523,0.051831578947368416,0.02485684210526313,0.35280210526315803,475,0.05489466339349747
26,2021-03-05,128.169998,151.529999,127.5,137.740005,137.740005,30660200,0.4120806805546435,0.12055971896955507,0.07643091334894613,0.8006791569086652,0.044676814988290375,0.02194613583138174,0.3127892271662763,427,0.05490390956401825
27,2021-03-08,154.889999,210.86999500000002,146.100006,194.5,194.5,63424800,0.2694087095115681,0.1146190476190476,0.07792857142857143,0.7915555555555553,0.06521428571428571,0.02912698412698413,0.3897777777777778,126,0.054900527000427246
28,2021-03-09,217.710007,249.850006,208.509995,246.899994,246.899994,38725800,0.07330905807960453,0.14337288135593226,0.056141242937853136,0.7920197740112997,0.0310819209039548,0.01659887005649717,0.20658192090395489,354,-0.011214178055524826
29,2021-03-10,269.429993,348.5,172.0,265.0,265.0,71361900,-0.018867924528301886,0.14156775300171529,0.05019897084048027,0.8030771869639792,0.027403087478559168,0.012773584905660372,0.1811012006861063,583,0.0548950657248497
30,2021-03-11,241.63999900000002,281.5,232.600006,260.0,260.0,28186000,0.01730769230769231,0.13134476534296027,0.06703971119133573,0.7943826714801443,0.03459205776173286,0.02080505415162454,0.24425992779783398,554,-0.011215608566999435
31,2021-03-12,275.0,295.5,262.269989,264.5,264.5,25760700,-0.1677126691871455,0.13627884615384614,0.07455128205128206,0.7891570512820509,0.04157692307692307,0.01855448717948718,0.2731826923076923,312,-0.011216039769351482
32,2021-03-15,277.519989,283.0,206.0,220.13999900000002,220.13999900000002,24100400,-0.05437449375113345,0.10282978723404254,0.06379787234042553,0.8227659574468088,0.07889361702127662,0.030744680851063824,0.4648404255319147,94,0.054895080626010895
33,2021-03-16,203.16000400000001,220.69999700000002,172.350006,208.169998,208.169998,35241900,0.007878176566058355,0.12294067796610172,0.054940677966101706,0.8136355932203391,0.043894067796610176,0.02042372881355932,0.26195762711864395,236,-0.011218009516596794
34,2021-03-17,217.83999599999999,231.47000099999997,204.0,209.809998,209.809998,16259300,-0.03841570028516948,0.1261914893617021,0.05640425531914894,0.8088851063829787,0.04689361702127658,0.025055319148936158,0.3025106382978725,235,-0.011217115446925163
35,2021-03-18,214.0,218.88000499999998,195.649994,201.75,201.75,11764900,-0.0073357918215613376,0.13959069767441862,0.05994418604651161,0.795804651162791,0.04222790697674419,0.020241860465116283,0.2817488372093024,215,0.054895125329494476
36,2021-03-19,195.729996,227.0,182.66000400000001,200.270004,200.270004,24552100,-0.0288610320295395,0.1315366972477065,0.07276146788990825,0.7957018348623848,0.04305504587155965,0.019995412844036692,0.2534587155963303,218,0.05489514023065567
37,2021-03-22,205.259995,210.36000099999998,186.199997,194.490005,194.490005,10061500,-0.06550467721978821,0.13391666666666666,0.0704,0.7790166666666666,0.07151666666666669,0.027316666666666663,0.36785,60,0.05489549785852432
38,2021-03-23,197.5,201.75,177.550003,181.75,181.75,14429100,-0.33788172764786795,0.1489646017699114,0.04314159292035399,0.8079115044247789,0.04885840707964602,0.020761061946902658,0.2843716814159292,113,-0.011218009516596794
39,2021-03-24,157.979996,166.970001,118.620003,120.339996,120.339996,24177900,0.526923766891267,0.13509090909090912,0.05460839160839162,0.8102867132867131,0.043069930069930096,0.014496503496503497,0.2711048951048951,143,-0.011217554099857807
40,2021-03-25,123.489998,187.5,116.900002,183.75,183.75,50962300,-0.014965986394557824,0.13410408921933076,0.08369516728624532,0.7821970260223048,0.02811524163568773,0.012408921933085505,0.16392936802973984,269,-0.011217867955565453
41,2021-03-26,197.679993,218.92999300000002,163.259995,181.0,181.0,37371900,0.0016574751381215678,0.1032162162162162,0.056870270270270265,0.8399189189189191,0.025902702702702698,0.010437837837837836,0.17451891891891896,185,-0.011217948980629444
42,2021-03-29,180.75,193.919998,173.509995,181.300003,181.300003,10042200,0.07258689344864498,0.11590909090909088,0.05234848484848485,0.8317272727272726,0.07784848484848486,0.027318181818181814,0.3948181818181818,66,0.05489567667245865
43,2021-03-30,187.5,204.300003,182.0,194.46000700000002,194.46000700000002,17094900,-0.023860947408070463,0.1356633663366337,0.06953465346534653,0.7948019801980197,0.05139603960396039,0.01872277227722773,0.26656435643564363,101,0.05489569157361984
44,2021-03-31,197.5,199.46000700000002,187.110001,189.820007,189.820007,8393800,0.008587029501057771,0.11457142857142855,0.06315476190476191,0.8222738095238095,0.04272619047619048,0.01588095238095238,0.2747261904761905,84,-0.011218009516596794
45,2021-04-01,193.360001,196.970001,183.600006,191.449997,191.449997,9334300,-0.02350483191702531,0.1395797101449276,0.041724637681159416,0.8187318840579708,0.04953623188405798,0.01729710144927536,0.30271014492753634,138,0.054895736277103424
46,2021-04-05,171.0,195.0,164.809998,186.949997,186.949997,14070500,-0.01310509248095894,0.12107894736842102,0.012315789473684207,0.8666052631578947,0.08021052631578947,0.021842105263157902,0.450578947368421,38,0.05489574372768402
47,2021-04-06,185.21000700000002,192.0,183.559998,184.5,184.5,6218300,-0.03539294850948512,0.12984615384615386,0.025666666666666664,0.8444871794871796,0.05185897435897436,0.015230769230769237,0.2534487179487179,78,-0.011218002997338772
48,2021-04-07,183.220001,184.5,176.110001,177.970001,177.970001,4768300,-0.04332194165689752,0.16274242424242422,0.03703030303030303,0.8002272727272729,0.05831818181818184,0.022,0.26816666666666666,66,0.05489581823348999
49,2021-04-08,185.880005,185.880005,164.300003,170.259995,170.259995,10047400,-0.06989307147577441,0.12430985915492955,0.04477464788732394,0.8309295774647888,0.048197183098591535,0.013042253521126763,0.2486760563380281,71,0.054895855486392975
